,Airline,Source,Destination,Total_Stops,Price,Date,Month,Year,Day_no,Arrival_hour,Arrival_min,Dep_hour,Dep_min,dur_float
4785,Air India,Banglore,New Delhi,2,11948,3,3,2019,6,22,10,11,5,35.083333333333336
4786,Jet Airways,Delhi,Cochin,2,13376,27,6,2019,3,12,35,6,45,29.833333333333332
4787,Air India,Kolkata,Banglore,1,6117,15,5,2019,2,4,40,19,0,9.666666666666666
4788,IndiGo,Delhi,Cochin,1,6171,3,6,2019,0,16,10,4,55,11.25
4789,Jet Airways,Kolkata,Banglore,1,13626,6,12,2019,4,19,50,14,5,5.75
4790,Jet Airways,Banglore,New Delhi,1,17471,3,6,2019,0,19,10,21,25,21.75
4791,Multiple carriers,Delhi,Cochin,1,7531,21,3,2019,3,19,15,10,20,8.916666666666666
4792,Jet Airways,Delhi,Cochin,1,12373,5,9,2019,3,4,25,15,0,13.416666666666666
4793,Jet Airways,Delhi,Cochin,1,16289,27,5,2019,0,12,35,7,5,5.5
4794,IndiGo,Banglore,New Delhi,0,4777,24,3,2019,6,13,0,10,10,2.8333333333333335
4795,Jet Airways,Banglore,Delhi,0,5198,21,4,2019,6,11,20,8,20,3.0
4796,Jet Airways,Kolkata,Banglore,1,10844,6,6,2019,3,23,35,14,5,9.5
4797,Air India,Banglore,Delhi,0,7171,18,5,2019,5,19,45,17,0,2.75
4798,Air India,Delhi,Cochin,2,11942,27,6,2019,3,19,15,18,45,24.5
4799,IndiGo,Banglore,Delhi,0,4423,27,4,2019,5,13,20,10,30,2.8333333333333335
4800,Vistara,Delhi,Cochin,0,5586,18,3,2019,0,17,50,14,55,2.9166666666666665
4801,Jet Airways,Kolkata,Banglore,1,11134,24,3,2019,6,12,0,16,55,19.083333333333332
4802,Air Asia,Banglore,New Delhi,0,4284,24,3,2019,6,8,40,5,50,2.8333333333333335
4803,Air India,Kolkata,Banglore,0,6245,5,1,2019,5,16,45,14,15,2.5
4804,SpiceJet,Banglore,New Delhi,1,10341,15,3,2019,4,18,15,10,20,7.916666666666667
4805,SpiceJet,Banglore,New Delhi,0,6860,3,3,2019,6,8,35,5,45,2.8333333333333335
4806,Air India,Mumbai,Hyderabad,0,2050,4,3,2019,0,20,45,19,30,1.25
4807,Multiple carriers,Delhi,Cochin,1,5797,24,6,2019,0,1,30,17,45,7.75
4808,IndiGo,Banglore,New Delhi,0,7648,3,9,2019,1,11,30,8,30,3.0
4809,Air India,Banglore,New Delhi,0,8851,15,3,2019,4,23,55,21,10,2.75
4810,Air India,Kolkata,Banglore,2,13007,6,6,2019,3,5,25,10,0,19.416666666666668
4811,Jet Airways,Kolkata,Banglore,1,13067,24,5,2019,4,9,45,9,35,24.166666666666668
4812,IndiGo,Banglore,New Delhi,1,4049,18,3,2019,0,21,50,16,55,4.916666666666667
4813,Jet Airways,Kolkata,Banglore,1,12692,6,12,2019,4,18,0,17,0,25.0
4814,Air India,Chennai,Kolkata,0,4667,5,9,2019,3,13,55,11,40,2.25
4815,Multiple carriers,Delhi,Cochin,2,8938,3,3,2019,6,21,20,7,10,14.166666666666666
4816,IndiGo,Delhi,Cochin,1,10208,21,3,2019,3,15,30,7,30,8.0
4817,Multiple carriers,Delhi,Cochin,1,7354,6,3,2019,2,19,15,11,25,7.833333333333333
4818,Air India,Banglore,Delhi,0,5438,21,4,2019,6,19,45,17,0,2.75
4819,Air Asia,Kolkata,Banglore,0,4107,24,5,2019,4,1,20,22,50,2.5
4820,Jet Airways,Kolkata,Banglore,1,11134,24,3,2019,6,12,0,19,45,16.25
4821,Jet Airways,Delhi,Cochin,1,10262,15,6,2019,5,12,35,20,55,15.666666666666666
4822,Air India,Kolkata,Banglore,2,14083,24,5,2019,4,1,20,7,0,18.333333333333332
4823,Vistara,Kolkata,Banglore,1,9345,6,9,2019,4,23,25,7,10,16.25
4824,Jet Airways,Delhi,Cochin,1,12373,5,9,2019,3,12,35,17,30,19.083333333333332
4825,Multiple carriers,Delhi,Cochin,1,10196,15,6,2019,5,1,30,16,0,9.5
4826,IndiGo,Delhi,Cochin,1,5947,15,4,2019,0,21,0,16,0,5.0
4827,Jet Airways,Kolkata,Banglore,1,13044,6,12,2019,4,9,20,14,5,19.25
4828,Jet Airways,Kolkata,Banglore,1,9663,18,5,2019,5,9,20,5,45,27.583333333333332
4829,Jet Airways,Banglore,New Delhi,1,27992,3,1,2019,3,20,20,5,45,14.583333333333334
4830,IndiGo,Kolkata,Banglore,1,7476,24,3,2019,6,19,50,15,10,4.666666666666667
4831,Air India,Kolkata,Banglore,1,10413,6,9,2019,4,20,25,7,0,13.416666666666666
4832,Multiple carriers,Delhi,Cochin,1,10261,6,1,2019,6,19,15,11,40,7.583333333333333
4833,Jet Airways,Kolkata,Banglore,1,14151,6,6,2019,3,23,35,9,35,14.0
4834,Air India,Banglore,Delhi,0,5176,4,6,2019,1,8,55,6,10,2.75
4835,Jet Airways,Delhi,Cochin,1,14714,6,6,2019,3,4,25,10,0,18.416666666666668
4836,Jet Airways,Kolkata,Banglore,1,9314,15,5,2019,2,14,25,17,0,21.416666666666668
4837,Jet Airways,Delhi,Cochin,1,14714,24,6,2019,0,4,25,21,50,6.583333333333333
4838,Multiple carriers,Delhi,Cochin,1,12192,6,6,2019,3,19,0,8,0,11.0
4839,SpiceJet,Mumbai,Hyderabad,0,1759,4,3,2019,0,0,15,22,45,1.5
4840,IndiGo,Delhi,Cochin,1,4744,27,3,2019,2,7,25,2,5,5.333333333333333
4841,Jet Airways,Banglore,Delhi,0,7229,21,5,2019,1,22,50,19,50,3.0
4842,Jet Airways,Delhi,Cochin,1,15029,3,9,2019,1,4,25,0,20,28.083333333333332
4843,IndiGo,Kolkata,Banglore,0,4462,15,3,2019,4,23,5,20,25,2.6666666666666665
4844,SpiceJet,Chennai,Kolkata,0,6300,3,12,2019,1,10,35,8,20,2.25
4845,Air India,Mumbai,Hyderabad,0,2575,21,3,2019,3,20,45,19,30,1.25
4846,Jet Airways,Banglore,New Delhi,1,11087,3,12,2019,1,19,10,18,55,24.25
4847,Multiple carriers,Delhi,Cochin,1,6305,27,3,2019,2,13,20,4,0,9.333333333333334
4848,Vistara,Banglore,New Delhi,0,8290,3,9,2019,1,22,20,19,40,2.6666666666666665
4849,Jet Airways,Banglore,Delhi,0,5769,18,6,2019,1,10,10,7,10,3.0
4850,IndiGo,Banglore,Delhi,0,4990,4,12,2019,2,0,15,21,15,3.0
4851,Air Asia,Banglore,New Delhi,0,6135,3,3,2019,6,2,10,23,25,2.75
4852,IndiGo,Delhi,Cochin,1,5733,27,3,2019,2,7,45,2,0,5.75
4853,Multiple carriers,Delhi,Cochin,1,7670,15,5,2019,2,21,0,6,0,15.0
4854,Jet Airways,Delhi,Cochin,2,12819,27,6,2019,3,19,0,19,10,23.833333333333332
4855,IndiGo,Banglore,Delhi,0,4823,5,3,2019,1,22,50,20,0,2.8333333333333335
4856,IndiGo,Delhi,Cochin,1,6979,5,9,2019,3,21,0,4,55,16.083333333333332
4857,Air India,Kolkata,Banglore,1,10493,24,3,2019,6,18,30,9,25,9.083333333333334
4858,Air India,Delhi,Cochin,2,16111,3,9,2019,1,19,15,20,0,23.25
4859,Air India,Delhi,Cochin,2,10651,6,9,2019,4,19,15,22,0,21.25
4860,IndiGo,Delhi,Cochin,1,6600,27,5,2019,0,16,10,5,5,11.083333333333334
4861,Jet Airways,Delhi,Cochin,2,10919,6,12,2019,4,12,35,14,35,22.0
4862,IndiGo,Kolkata,Banglore,0,5198,21,3,2019,3,12,55,10,10,2.75
4863,Air India,Banglore,New Delhi,2,12778,3,12,2019,1,16,20,8,50,31.5
4864,IndiGo,Mumbai,Hyderabad,0,2754,27,3,2019,2,20,30,19,5,1.4166666666666667
4866,IndiGo,Delhi,Cochin,1,7255,5,9,2019,3,1,30,20,25,5.083333333333333
4867,Multiple carriers,Delhi,Cochin,1,14486,21,3,2019,3,13,20,7,5,6.25
4868,GoAir,Delhi,Cochin,1,6591,21,4,2019,6,12,55,7,0,5.916666666666667
4869,SpiceJet,Banglore,Delhi,0,3573,21,5,2019,1,0,5,21,10,2.9166666666666665
4870,Jet Airways,Delhi,Cochin,1,10262,6,1,2019,6,12,35,15,0,21.583333333333332
4871,Jet Airways,Kolkata,Banglore,1,14388,15,5,2019,2,10,5,18,55,15.166666666666666
4872,Jet Airways,Delhi,Cochin,1,14714,6,3,2019,2,19,0,17,30,25.5
4873,Jet Airways,Delhi,Cochin,2,10368,6,12,2019,4,12,35,19,30,17.083333333333332
4874,SpiceJet,Chennai,Kolkata,0,3384,21,3,2019,3,12,5,9,30,2.5833333333333335
4875,Air India,Kolkata,Banglore,1,7742,24,3,2019,6,13,40,12,0,25.666666666666668
4876,IndiGo,Delhi,Cochin,1,6386,6,9,2019,4,7,45,2,0,5.75
4877,Jet Airways,Banglore,Delhi,0,7229,6,6,2019,3,22,0,18,55,3.0833333333333335
4878,Air India,Kolkata,Banglore,1,8891,5,6,2019,2,18,30,9,25,9.083333333333334
4879,Multiple carriers,Delhi,Cochin,1,13587,6,1,2019,6,21,0,13,0,8.0
4880,IndiGo,Delhi,Cochin,1,8227,27,3,2019,2,13,20,7,30,5.833333333333333
4881,Air India,Kolkata,Banglore,2,12125,4,1,2019,4,23,15,9,50,13.416666666666666
4882,SpiceJet,Kolkata,Banglore,0,3873,15,6,2019,5,0,40,22,20,2.3333333333333335
4883,Multiple carriers,Delhi,Cochin,1,13377,6,12,2019,4,1,30,16,0,9.5
4884,Jet Airways,Kolkata,Banglore,1,10953,5,12,2019,3,23,35,20,25,27.166666666666668
4885,SpiceJet,Kolkata,Banglore,0,4622,3,9,2019,1,9,35,6,55,2.6666666666666665
4886,Jet Airways,Kolkata,Banglore,1,14231,24,3,2019,6,10,5,13,55,20.166666666666668
4887,Jet Airways,Delhi,Cochin,1,10262,24,6,2019,0,19,0,21,50,21.166666666666668
4888,IndiGo,Banglore,Delhi,0,3943,15,4,2019,0,1,0,22,10,2.8333333333333335
4889,Vistara,Kolkata,Banglore,1,8610,5,12,2019,3,20,20,20,20,24.0
4890,Multiple carriers,Delhi,Cochin,1,6717,21,3,2019,3,22,20,7,5,15.25
4891,Multiple carriers,Delhi,Cochin,1,10877,24,6,2019,0,19,0,8,30,10.5
4892,IndiGo,Kolkata,Banglore,1,4775,5,1,2019,5,20,5,15,15,4.833333333333333
4893,Jet Airways,Kolkata,Banglore,1,14571,6,9,2019,4,22,35,16,30,6.083333333333333
4894,SpiceJet,Banglore,New Delhi,0,6205,24,3,2019,6,12,30,9,35,2.9166666666666665
4895,Jet Airways,Kolkata,Banglore,1,14151,18,5,2019,5,18,0,20,25,21.583333333333332
4896,Multiple carriers,Delhi,Cochin,1,6637,27,3,2019,2,21,0,11,40,9.333333333333334
4897,Air India,Banglore,New Delhi,2,12074,3,3,2019,6,10,50,7,30,27.333333333333332
4898,IndiGo,Kolkata,Banglore,0,4804,21,6,2019,4,14,5,11,30,2.5833333333333335
4899,IndiGo,Kolkata,Banglore,1,7252,5,6,2019,2,2,15,21,0,5.25
4900,IndiGo,Delhi,Cochin,1,6069,6,3,2019,2,12,10,7,35,4.583333333333333
4901,Jet Airways,Delhi,Cochin,1,15554,5,9,2019,3,19,0,11,30,7.5
4902,IndiGo,Chennai,Kolkata,0,3850,18,5,2019,5,18,25,15,40,2.75
4903,Air India,Delhi,Cochin,2,12940,18,5,2019,5,19,15,18,45,24.5
4904,SpiceJet,Kolkata,Banglore,1,8844,5,1,2019,5,18,30,11,15,7.25
4905,Jet Airways,Delhi,Cochin,1,15190,6,12,2019,4,19,0,7,5,11.916666666666666
4906,Jet Airways,Banglore,New Delhi,1,9134,15,3,2019,4,16,10,8,0,8.166666666666666
4907,Jet Airways,Delhi,Cochin,1,11822,4,9,2019,2,12,35,20,55,15.666666666666666
4908,Multiple carriers,Delhi,Cochin,1,15078,5,9,2019,3,1,30,15,0,10.5
4909,SpiceJet,Mumbai,Hyderabad,0,11005,3,1,2019,3,0,10,22,45,1.4166666666666667
4910,IndiGo,Delhi,Cochin,1,7006,21,3,2019,3,1,35,15,0,10.583333333333334
4911,IndiGo,Banglore,New Delhi,1,4259,3,9,2019,1,21,50,16,55,4.916666666666667
4912,Air India,Delhi,Cochin,2,11762,3,9,2019,1,19,15,21,30,21.75
4913,Jet Airways,Banglore,New Delhi,1,8147,24,3,2019,6,9,0,8,55,24.083333333333332
4914,SpiceJet,Kolkata,Banglore,0,3841,27,5,2019,0,9,30,6,55,2.5833333333333335
4915,IndiGo,Kolkata,Banglore,0,4174,4,3,2019,0,19,50,17,15,2.5833333333333335
4916,Jet Airways,Delhi,Cochin,1,12898,27,5,2019,0,4,25,17,30,10.916666666666666
4917,SpiceJet,Delhi,Cochin,1,5583,6,6,2019,3,22,5,15,45,6.333333333333333
4918,Jet Airways,Delhi,Cochin,1,10262,6,6,2019,3,19,0,11,30,7.5
4919,Jet Airways,Banglore,Delhi,0,7229,5,6,2019,2,8,45,6,0,2.75
4921,Vistara,Banglore,Delhi,0,4668,6,9,2019,4,23,50,21,0,2.8333333333333335
4922,IndiGo,Banglore,Delhi,0,4990,18,4,2019,3,21,20,18,25,2.9166666666666665
4923,IndiGo,Kolkata,Banglore,0,6985,24,3,2019,6,0,55,22,10,2.75
4924,IndiGo,Banglore,Delhi,0,4823,4,3,2019,0,19,55,16,55,3.0
4925,Vistara,Kolkata,Banglore,1,9345,18,5,2019,5,18,50,7,10,11.666666666666666
4926,Jet Airways,Kolkata,Banglore,1,10844,15,5,2019,2,16,20,14,5,26.25
4927,Jet Airways,Delhi,Cochin,2,14657,5,9,2019,3,12,35,9,35,27.0
4928,IndiGo,Delhi,Cochin,1,6818,6,3,2019,2,16,10,5,5,11.083333333333334
4929,Air India,Delhi,Cochin,2,11543,15,5,2019,2,7,40,5,55,25.75
4930,SpiceJet,Mumbai,Hyderabad,0,2175,24,3,2019,6,0,10,22,45,1.4166666666666667
4931,Jet Airways,Kolkata,Banglore,1,10844,6,6,2019,3,16,20,18,55,21.416666666666668
4932,Jet Airways,Mumbai,Hyderabad,0,8040,4,1,2019,4,8,30,7,5,1.4166666666666667
4933,Jet Airways,Kolkata,Banglore,1,14571,6,6,2019,3,20,45,8,25,12.333333333333334
4934,Jet Airways,Kolkata,Banglore,1,14571,6,9,2019,4,12,0,6,30,5.5
4935,Jet Airways,Delhi,Cochin,1,12898,21,5,2019,1,12,35,16,0,20.583333333333332
4936,Multiple carriers,Delhi,Cochin,1,14848,6,12,2019,4,19,15,10,0,9.25
4937,Multiple carriers,Delhi,Cochin,1,8283,18,5,2019,5,1,30,19,0,6.5
4938,Jet Airways,Banglore,Delhi,0,7229,21,4,2019,6,18,10,15,15,2.9166666666666665
4939,Multiple carriers,Delhi,Cochin,1,8405,18,5,2019,5,1,30,11,40,13.833333333333334
4940,Jet Airways,Delhi,Cochin,2,19266,3,3,2019,6,4,25,5,40,22.75
4941,Air India,Delhi,Cochin,1,11038,3,6,2019,0,8,15,17,40,14.583333333333334
4942,Jet Airways,Banglore,Delhi,0,8016,6,12,2019,4,22,0,18,55,3.0833333333333335
4943,SpiceJet,Chennai,Kolkata,0,3384,21,3,2019,3,20,5,17,45,2.3333333333333335
4944,IndiGo,Delhi,Cochin,1,6573,4,9,2019,2,1,30,18,35,6.916666666666667
4946,Jet Airways,Delhi,Cochin,2,15129,21,5,2019,1,4,25,9,40,18.75
4947,IndiGo,Banglore,Delhi,0,3943,27,6,2019,3,2,20,23,30,2.8333333333333335
4948,Jet Airways,Banglore,New Delhi,1,7832,24,3,2019,6,12,15,22,50,13.416666666666666
4949,IndiGo,Banglore,New Delhi,0,6860,24,3,2019,6,10,5,7,10,2.9166666666666665
4950,IndiGo,Banglore,Delhi,0,4823,5,12,2019,3,21,20,18,25,2.9166666666666665
4951,Air India,Banglore,Delhi,0,5228,5,6,2019,2,19,45,17,0,2.75
4952,Jet Airways,Kolkata,Banglore,1,13364,4,1,2019,4,19,50,14,5,5.75
4953,Jet Airways,Banglore,New Delhi,1,13555,18,3,2019,0,7,40,16,55,14.75
4954,IndiGo,Chennai,Kolkata,0,5277,3,6,2019,0,0,25,22,5,2.3333333333333335
4955,Air India,Kolkata,Banglore,2,13243,5,12,2019,3,1,20,7,0,18.333333333333332
4956,Multiple carriers,Delhi,Cochin,1,9794,5,9,2019,3,19,0,6,0,13.0
4957,Jet Airways,Banglore,Delhi,0,8016,6,6,2019,3,8,45,6,0,2.75
4958,Multiple carriers,Delhi,Cochin,1,13377,6,1,2019,6,1,30,17,30,8.0
4959,Jet Airways,Kolkata,Banglore,1,12692,6,9,2019,4,22,5,17,0,29.083333333333332
4960,Air India,Kolkata,Banglore,2,10697,6,6,2019,3,18,30,8,20,10.166666666666666
4961,SpiceJet,Chennai,Kolkata,0,3384,27,3,2019,2,12,5,9,30,2.5833333333333335
4962,IndiGo,Delhi,Cochin,1,6734,5,9,2019,3,22,30,6,50,15.666666666666666
4963,Jet Airways,Kolkata,Banglore,1,10844,6,6,2019,3,9,20,20,0,13.333333333333334
4964,Air India,Banglore,Delhi,0,5228,24,5,2019,4,23,55,21,5,2.8333333333333335
4965,Air India,Kolkata,Banglore,1,8891,24,5,2019,4,11,10,9,25,25.75
4966,IndiGo,Chennai,Kolkata,0,3384,27,3,2019,2,10,15,7,55,2.3333333333333335
4967,Multiple carriers,Delhi,Cochin,1,17057,3,3,2019,6,21,0,8,0,13.0
4968,IndiGo,Kolkata,Banglore,1,3480,4,3,2019,0,23,45,19,20,4.416666666666667
4969,SpiceJet,Banglore,Delhi,0,4423,5,3,2019,1,12,20,9,30,2.8333333333333335
4970,Jet Airways,Kolkata,Banglore,1,14178,6,9,2019,4,4,40,6,30,22.166666666666668
4971,SpiceJet,Delhi,Cochin,1,4760,24,6,2019,0,13,15,8,45,4.5
4972,Jet Airways,Kolkata,Banglore,1,14151,4,1,2019,4,9,45,20,25,13.333333333333334
4973,Jet Airways,Kolkata,Banglore,1,12681,4,1,2019,4,16,20,20,0,20.333333333333332
4974,Jet Airways,Delhi,Cochin,0,4886,4,3,2019,0,14,15,11,0,3.25
4975,Air Asia,Kolkata,Banglore,0,3807,21,6,2019,4,12,55,10,20,2.5833333333333335
4976,IndiGo,Kolkata,Banglore,0,4804,18,5,2019,5,7,15,4,40,2.5833333333333335
4977,IndiGo,Banglore,New Delhi,1,5694,3,9,2019,1,12,20,7,30,4.833333333333333
4978,Multiple carriers,Delhi,Cochin,1,10197,24,5,2019,4,19,0,9,0,10.0
4979,IndiGo,Banglore,Delhi,0,4077,15,6,2019,5,2,20,23,30,2.8333333333333335
4980,Jet Airways,Kolkata,Banglore,1,14781,5,1,2019,5,18,15,6,30,11.75
4981,IndiGo,Kolkata,Banglore,0,5224,5,9,2019,3,14,5,11,30,2.5833333333333335
4982,IndiGo,Kolkata,Banglore,0,4804,24,4,2019,2,0,5,21,25,2.6666666666666665
4983,Jet Airways,Kolkata,Banglore,1,8586,21,5,2019,1,4,40,6,30,22.166666666666668
4984,Air India,Kolkata,Banglore,1,7662,21,5,2019,1,13,15,12,0,25.25
4985,Jet Airways,Delhi,Cochin,1,18550,3,3,2019,6,18,50,9,55,8.916666666666666
4986,Vistara,Kolkata,Banglore,1,8610,6,12,2019,4,23,25,17,0,6.416666666666667
4987,Jet Airways,Banglore,Delhi,0,7229,5,1,2019,5,10,10,7,10,3.0
4988,Air India,Kolkata,Banglore,2,12009,6,6,2019,3,5,25,10,0,19.416666666666668
4989,Jet Airways,Kolkata,Banglore,1,14151,18,5,2019,5,21,5,17,0,28.083333333333332
4990,Air India,Delhi,Cochin,0,4729,4,9,2019,2,8,0,5,10,2.8333333333333335
4991,Air India,Delhi,Cochin,0,7931,3,3,2019,6,8,0,5,10,2.8333333333333335
4992,Jet Airways,Delhi,Cochin,1,12898,21,5,2019,1,12,35,11,30,25.083333333333332
4993,Jet Airways,Delhi,Cochin,1,16289,3,9,2019,1,4,25,6,50,21.583333333333332
4994,Jet Airways,Delhi,Cochin,2,13292,6,3,2019,2,19,0,21,25,21.583333333333332
4995,Multiple carriers,Delhi,Cochin,1,7618,27,5,2019,0,21,0,8,0,13.0
4996,Multiple carriers,Delhi,Cochin,1,13377,15,6,2019,5,1,30,18,15,7.25
4997,Air Asia,Kolkata,Banglore,1,5192,6,12,2019,4,23,30,7,35,15.916666666666666
4998,Multiple carriers,Delhi,Cochin,1,7268,24,6,2019,0,19,15,11,40,7.583333333333333
4999,Jet Airways,Kolkata,Banglore,1,12384,24,5,2019,4,9,45,20,25,13.333333333333334
5000,IndiGo,Banglore,New Delhi,0,5694,15,3,2019,4,6,50,4,0,2.8333333333333335
5001,Jet Airways,Banglore,New Delhi,2,16338,18,3,2019,0,15,55,8,55,7.0
5002,Multiple carriers,Delhi,Cochin,1,7198,6,6,2019,3,1,30,13,0,12.5
5003,Jet Airways,Delhi,Cochin,1,6540,21,3,2019,3,18,50,8,0,10.833333333333334
5004,Jet Airways,Mumbai,Hyderabad,0,3210,6,3,2019,2,21,5,19,35,1.5
5005,SpiceJet,Kolkata,Banglore,0,3873,18,6,2019,1,9,30,6,55,2.5833333333333335
5006,Air Asia,Banglore,Delhi,0,4483,21,4,2019,6,13,55,11,10,2.75
5007,Air Asia,Delhi,Cochin,1,6752,15,5,2019,2,22,25,16,45,5.666666666666667
5008,IndiGo,Banglore,Delhi,0,4823,4,12,2019,2,10,5,7,10,2.9166666666666665
5009,Air India,Kolkata,Banglore,1,10203,5,6,2019,2,8,55,20,30,12.416666666666666
5010,SpiceJet,Kolkata,Banglore,0,3873,18,5,2019,5,0,40,22,20,2.3333333333333335
5011,SpiceJet,Mumbai,Hyderabad,0,2017,27,3,2019,2,14,30,13,10,1.3333333333333333
5012,Jet Airways,Kolkata,Banglore,1,8586,6,6,2019,3,4,40,8,25,20.25
5013,Jet Airways,Banglore,New Delhi,1,31825,3,1,2019,3,10,25,22,50,11.583333333333334
5015,Jet Airways,Delhi,Cochin,1,10262,6,6,2019,3,4,25,2,15,26.166666666666668
5016,IndiGo,Delhi,Cochin,1,6593,6,1,2019,6,1,30,20,25,5.083333333333333
5017,SpiceJet,Banglore,Delhi,0,3971,24,6,2019,0,0,5,21,10,2.9166666666666665
5018,Jet Airways,Delhi,Cochin,1,16289,3,9,2019,1,18,50,19,15,23.583333333333332
5019,Jet Airways,Kolkata,Banglore,1,9314,5,1,2019,5,9,45,9,35,24.166666666666668
5020,Jet Airways,Banglore,Delhi,0,4030,21,5,2019,1,20,45,17,45,3.0
5021,Multiple carriers,Delhi,Cochin,1,13587,6,12,2019,4,21,0,14,0,7.0
5022,Jet Airways,Kolkata,Banglore,1,9314,5,1,2019,5,18,0,20,25,21.583333333333332
5023,Air Asia,Delhi,Cochin,1,6253,15,6,2019,5,7,10,20,45,10.416666666666666
5024,Air Asia,Kolkata,Banglore,1,5192,15,4,2019,0,23,30,7,35,15.916666666666666
5025,Air India,Kolkata,Banglore,2,16372,5,1,2019,5,13,45,9,25,28.333333333333332
5026,Vistara,Banglore,Delhi,0,5403,24,4,2019,2,14,20,11,30,2.8333333333333335
5027,Multiple carriers,Delhi,Cochin,1,11200,27,3,2019,2,18,50,11,30,7.333333333333333
5028,IndiGo,Chennai,Kolkata,0,3858,6,12,2019,4,14,0,11,35,2.4166666666666665
5029,IndiGo,Kolkata,Banglore,0,4174,4,6,2019,1,18,5,15,30,2.5833333333333335
5030,Air India,Delhi,Cochin,0,5411,27,4,2019,5,21,10,18,5,3.0833333333333335
5031,IndiGo,Mumbai,Hyderabad,0,3175,15,5,2019,2,18,25,16,55,1.5
5032,IndiGo,Chennai,Kolkata,0,3858,24,5,2019,4,17,5,14,45,2.3333333333333335
5033,Jet Airways,Kolkata,Banglore,1,13941,5,1,2019,5,4,40,20,0,8.666666666666666
5034,Air India,Delhi,Cochin,2,12182,15,6,2019,5,19,15,13,15,30.0
5035,IndiGo,Banglore,Delhi,0,4990,21,6,2019,4,19,55,16,55,3.0
5036,Jet Airways,Kolkata,Banglore,1,10539,6,9,2019,4,22,5,20,25,25.666666666666668
5037,IndiGo,Banglore,New Delhi,0,6860,3,9,2019,1,13,0,10,5,2.9166666666666665
5038,Vistara,Delhi,Cochin,0,8001,3,6,2019,0,17,50,14,55,2.9166666666666665
5039,Jet Airways,Delhi,Cochin,1,10262,27,6,2019,3,19,0,22,50,20.166666666666668
5040,Vistara,Kolkata,Banglore,1,8085,5,6,2019,2,23,25,17,0,6.416666666666667
5041,IndiGo,Banglore,Delhi,0,3419,27,6,2019,3,3,15,0,25,2.8333333333333335
5043,IndiGo,Kolkata,Banglore,0,6565,24,3,2019,6,20,0,17,15,2.75
5044,Jet Airways,Delhi,Cochin,2,9254,27,3,2019,2,18,50,5,25,13.416666666666666
5045,Air Asia,Kolkata,Banglore,1,6857,6,6,2019,3,10,30,6,50,3.6666666666666665
5046,Air India,Kolkata,Banglore,2,12140,5,12,2019,3,1,20,7,0,18.333333333333332
5047,SpiceJet,Kolkata,Banglore,0,3841,6,6,2019,3,11,25,9,0,2.4166666666666665
5048,Jet Airways,Kolkata,Banglore,1,14781,5,6,2019,2,19,50,8,25,11.416666666666666
5049,Air India,Delhi,Cochin,1,8372,18,5,2019,5,7,40,10,0,21.666666666666668
5050,Air India,Kolkata,Banglore,3,8607,4,1,2019,4,23,15,16,45,30.5
5051,Multiple carriers,Delhi,Cochin,1,13587,24,6,2019,0,21,0,10,0,11.0
5052,Jet Airways,Delhi,Cochin,1,15554,18,5,2019,5,4,25,20,55,7.5
5053,Jet Airways,Kolkata,Banglore,1,10844,21,5,2019,1,19,50,21,10,22.666666666666668
5054,IndiGo,Mumbai,Hyderabad,0,4392,24,5,2019,4,13,30,12,0,1.5
5055,Air India,Banglore,Delhi,0,6961,27,5,2019,0,19,45,17,0,2.75
5056,Air India,Delhi,Cochin,1,8907,18,5,2019,5,23,0,9,45,13.25
5057,IndiGo,Delhi,Cochin,1,6442,15,6,2019,5,22,30,8,35,13.916666666666666
5058,Jet Airways,Kolkata,Banglore,1,8586,15,5,2019,2,23,35,14,5,9.5
5059,Air India,Delhi,Cochin,2,13486,15,5,2019,2,19,15,12,55,30.333333333333332
5060,Air India,Mumbai,Hyderabad,0,3100,6,6,2019,3,20,45,19,30,1.25
5061,Jet Airways,Delhi,Cochin,2,15812,3,6,2019,0,4,25,17,55,34.5
5062,Air India,Delhi,Cochin,0,5201,24,4,2019,2,21,10,18,5,3.0833333333333335
5063,IndiGo,Delhi,Cochin,2,9413,3,3,2019,6,21,20,7,35,13.75
5064,Air India,Delhi,Cochin,2,13591,6,6,2019,3,19,15,20,15,23.0
5065,Jet Airways,Mumbai,Hyderabad,0,5678,6,1,2019,6,4,20,2,55,1.4166666666666667
5066,Air India,Banglore,New Delhi,1,6781,3,3,2019,6,23,10,8,15,14.916666666666666
5067,Jet Airways,Banglore,New Delhi,1,7832,21,3,2019,3,11,25,18,40,16.75
5068,Jet Airways,Delhi,Cochin,1,14053,3,9,2019,1,18,50,16,0,26.833333333333332
5069,Jet Airways,Kolkata,Banglore,1,10703,5,9,2019,3,9,45,20,25,13.333333333333334
5070,Multiple carriers,Delhi,Cochin,1,13727,15,5,2019,2,1,30,17,30,8.0
5071,Multiple carriers,Delhi,Cochin,1,7408,24,6,2019,0,21,0,13,0,8.0
5072,Jet Airways,Banglore,New Delhi,1,20800,3,1,2019,3,11,25,14,5,21.333333333333332
5073,Air India,Delhi,Cochin,2,11911,6,3,2019,2,7,40,13,20,18.333333333333332
5074,Vistara,Banglore,Delhi,0,5403,4,3,2019,0,9,40,7,0,2.6666666666666665
5075,Jet Airways,Kolkata,Banglore,1,13469,6,6,2019,3,19,10,9,35,9.583333333333334
5076,Jet Airways,Delhi,Cochin,2,11270,6,6,2019,3,12,35,21,25,15.166666666666666
